nsd_73k_id,shared1000,included,exclusion_reason,overlaps_nsd_imagery,anchor_policy
15025,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
15128,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
15364,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
15492,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
15506,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
15793,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
15819,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
15939,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16063,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16252,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16344,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16421,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16466,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16616,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16635,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16655,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16702,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16723,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16823,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16841,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16865,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16868,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
16917,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17048,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17230,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17238,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17369,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17374,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17450,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17463,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17485,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17549,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17595,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17776,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17794,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17934,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
17942,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
18268,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
18434,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
18483,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
18505,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
18535,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
18543,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
18690,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
18796,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19074,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19181,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19199,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19200,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19292,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19436,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19573,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19642,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19672,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19690,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
19933,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20054,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20064,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20080,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20206,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20223,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20265,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20307,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20442,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20633,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20650,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20702,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20738,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20777,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
20820,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21108,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21192,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21194,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21197,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21218,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21253,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21279,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21318,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21508,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21526,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21553,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21601,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21703,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21950,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
21989,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22138,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22143,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22155,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22263,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22387,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22495,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22505,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22515,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22523,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22530,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22585,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22587,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22772,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22782,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22794,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22809,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22845,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22873,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22879,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22886,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22957,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22967,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
22993,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23036,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23241,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23492,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23715,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23729,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23871,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23876,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23883,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
23993,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24202,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24214,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24264,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24317,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24480,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24517,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24530,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24560,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24638,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24640,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24649,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24739,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24740,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24787,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
24846,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25059,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25091,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25111,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25205,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25250,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25268,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25284,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25287,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25318,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25319,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25371,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25454,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25570,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25578,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25581,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25588,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25602,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25693,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25702,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25711,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25741,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25746,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25881,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25906,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
25959,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26119,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26127,True,False,subj04_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26163,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26243,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26292,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26307,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26351,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26372,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26435,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26458,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26598,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26720,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26780,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26895,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26909,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26971,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
26990,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
27242,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
27275,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
27287,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
27326,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
27435,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
27568,True,True,,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
27580,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
27830,True,False,subj03_rep_beyond_collected;subj04_rep_beyond_collected;subj06_rep_beyond_collected;subj08_rep_beyond_collected,False,shared1000 & all-8-subj complete 3-rep coverage within collected sessions & not NSD-Imagery overlap
