participant,ROI,beta,fold,n_denoised_records,self_target,self_source,val_test_in_training,cross_identity_target,training_row_not_train_split,dependency_hash
subj07,hV4,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj07,hV4,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj07,hV4,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj07,hV4,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj07,hV4,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj07,hV4,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj07,ventral,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj07,ventral,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj07,ventral,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj07,ventral,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj07,ventral,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj07,ventral,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj07,ventral,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj07,ventral,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj07,lateral,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj07,lateral,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj07,lateral,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj07,lateral,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj07,lateral,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj07,lateral,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj07,lateral,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj07,lateral,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj07,parietal,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj07,parietal,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj07,parietal,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj07,parietal,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj07,parietal,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj07,parietal,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj07,parietal,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj07,parietal,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,V1,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,V1,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,V1,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,V1,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,V1,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,V1,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,V1,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,V1,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,V2,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,V2,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,V2,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,V2,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,V2,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,V2,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,V2,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,V2,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,V3,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,V3,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,V3,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,V3,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,V3,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,V3,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,V3,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,V3,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,hV4,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,hV4,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,hV4,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,hV4,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,hV4,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,hV4,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,hV4,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,hV4,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,ventral,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,ventral,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,ventral,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,ventral,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,ventral,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,ventral,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,ventral,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,ventral,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,lateral,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,lateral,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,lateral,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,lateral,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,lateral,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,lateral,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,lateral,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,lateral,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,parietal,B0,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,parietal,B0,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,parietal,B0,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,parietal,B0,fold_3,96,0,0,0,0,0,6b3222dda8145756
subj08,parietal,B1,fold_0,96,0,0,0,0,0,b7d36ca0aed4853e
subj08,parietal,B1,fold_1,96,0,0,0,0,0,f63a3373c8165f17
subj08,parietal,B1,fold_2,96,0,0,0,0,0,f2024363f379c342
subj08,parietal,B1,fold_3,96,0,0,0,0,0,6b3222dda8145756
