fold,identity,state,split,trial_row,beta_index0,repeat,fold_root_seed,derivation_version
fold_2,A:V,imagery,train,102,582,2,1234,s2_folds_v1
fold_2,A:V,imagery,train,109,589,4,1234,s2_folds_v1
fold_2,A:V,imagery,train,137,617,7,1234,s2_folds_v1
fold_2,A:V,imagery,val,128,608,5,1234,s2_folds_v1
fold_2,A:V,imagery,val,132,612,6,1234,s2_folds_v1
fold_2,B:B,imagery,test,161,641,1,1234,s2_folds_v1
fold_2,B:B,imagery,test,185,665,6,1234,s2_folds_v1
fold_2,B:B,imagery,train,144,624,0,1234,s2_folds_v1
fold_2,B:B,imagery,train,165,645,2,1234,s2_folds_v1
fold_2,B:B,imagery,train,167,647,3,1234,s2_folds_v1
fold_2,B:B,imagery,train,191,671,7,1234,s2_folds_v1
fold_2,B:B,imagery,val,173,653,4,1234,s2_folds_v1
fold_2,B:B,imagery,val,179,659,5,1234,s2_folds_v1
fold_2,B:C,imagery,test,146,626,0,1234,s2_folds_v1
fold_2,B:C,imagery,test,148,628,1,1234,s2_folds_v1
fold_2,B:C,imagery,train,151,631,2,1234,s2_folds_v1
fold_2,B:C,imagery,train,156,636,3,1234,s2_folds_v1
fold_2,B:C,imagery,train,163,643,5,1234,s2_folds_v1
fold_2,B:C,imagery,train,172,652,6,1234,s2_folds_v1
fold_2,B:C,imagery,val,158,638,4,1234,s2_folds_v1
fold_2,B:C,imagery,val,186,666,7,1234,s2_folds_v1
fold_2,B:D,imagery,test,169,649,4,1234,s2_folds_v1
fold_2,B:D,imagery,test,188,668,7,1234,s2_folds_v1
fold_2,B:D,imagery,train,150,630,0,1234,s2_folds_v1
fold_2,B:D,imagery,train,157,637,2,1234,s2_folds_v1
fold_2,B:D,imagery,train,160,640,3,1234,s2_folds_v1
fold_2,B:D,imagery,train,184,664,6,1234,s2_folds_v1
fold_2,B:D,imagery,val,155,635,1,1234,s2_folds_v1
fold_2,B:D,imagery,val,174,654,5,1234,s2_folds_v1
fold_2,B:K,imagery,test,149,629,0,1234,s2_folds_v1
fold_2,B:K,imagery,test,189,669,7,1234,s2_folds_v1
fold_2,B:K,imagery,train,168,648,3,1234,s2_folds_v1
fold_2,B:K,imagery,train,176,656,4,1234,s2_folds_v1
fold_2,B:K,imagery,train,178,658,5,1234,s2_folds_v1
fold_2,B:K,imagery,train,187,667,6,1234,s2_folds_v1
fold_2,B:K,imagery,val,152,632,1,1234,s2_folds_v1
fold_2,B:K,imagery,val,154,634,2,1234,s2_folds_v1
fold_2,B:T,imagery,test,159,639,1,1234,s2_folds_v1
fold_2,B:T,imagery,test,170,650,4,1234,s2_folds_v1
fold_2,B:T,imagery,train,162,642,2,1234,s2_folds_v1
fold_2,B:T,imagery,train,180,660,5,1234,s2_folds_v1
fold_2,B:T,imagery,train,182,662,6,1234,s2_folds_v1
fold_2,B:T,imagery,train,190,670,7,1234,s2_folds_v1
fold_2,B:T,imagery,val,147,627,0,1234,s2_folds_v1
fold_2,B:T,imagery,val,166,646,3,1234,s2_folds_v1
fold_2,B:W,imagery,test,164,644,2,1234,s2_folds_v1
fold_2,B:W,imagery,test,175,655,4,1234,s2_folds_v1
fold_2,B:W,imagery,train,153,633,1,1234,s2_folds_v1
fold_2,B:W,imagery,train,171,651,3,1234,s2_folds_v1
fold_2,B:W,imagery,train,177,657,5,1234,s2_folds_v1
fold_2,B:W,imagery,train,181,661,6,1234,s2_folds_v1
fold_2,B:W,imagery,val,145,625,0,1234,s2_folds_v1
fold_2,B:W,imagery,val,183,663,7,1234,s2_folds_v1
fold_2,A:E,vision,test,43,43,6,1234,s2_folds_v1
fold_2,A:E,vision,test,47,47,7,1234,s2_folds_v1
fold_2,A:E,vision,train,6,6,0,1234,s2_folds_v1
fold_2,A:E,vision,train,23,23,2,1234,s2_folds_v1
fold_2,A:E,vision,train,26,26,3,1234,s2_folds_v1
fold_2,A:E,vision,train,32,32,4,1234,s2_folds_v1
fold_2,A:E,vision,val,9,9,1,1234,s2_folds_v1
fold_2,A:E,vision,val,38,38,5,1234,s2_folds_v1
fold_2,A:H,vision,test,2,2,0,1234,s2_folds_v1
fold_2,A:H,vision,test,28,28,6,1234,s2_folds_v1
fold_2,A:H,vision,train,10,10,1,1234,s2_folds_v1
fold_2,A:H,vision,train,14,14,2,1234,s2_folds_v1
fold_2,A:H,vision,train,24,24,5,1234,s2_folds_v1
fold_2,A:H,vision,train,35,35,7,1234,s2_folds_v1
fold_2,A:H,vision,val,18,18,3,1234,s2_folds_v1
fold_2,A:H,vision,val,21,21,4,1234,s2_folds_v1
fold_2,A:L,vision,test,36,36,6,1234,s2_folds_v1
fold_2,A:L,vision,test,42,42,7,1234,s2_folds_v1
fold_2,A:L,vision,train,0,0,0,1234,s2_folds_v1
fold_2,A:L,vision,train,4,4,1,1234,s2_folds_v1
fold_2,A:L,vision,train,12,12,3,1234,s2_folds_v1
fold_2,A:L,vision,train,27,27,4,1234,s2_folds_v1
fold_2,A:L,vision,val,7,7,2,1234,s2_folds_v1
fold_2,A:L,vision,val,29,29,5,1234,s2_folds_v1
fold_2,A:P,vision,test,20,20,4,1234,s2_folds_v1
fold_2,A:P,vision,test,41,41,7,1234,s2_folds_v1
fold_2,A:P,vision,train,8,8,0,1234,s2_folds_v1
fold_2,A:P,vision,train,13,13,2,1234,s2_folds_v1
fold_2,A:P,vision,train,16,16,3,1234,s2_folds_v1
fold_2,A:P,vision,train,34,34,5,1234,s2_folds_v1
fold_2,A:P,vision,val,11,11,1,1234,s2_folds_v1
fold_2,A:P,vision,val,37,37,6,1234,s2_folds_v1
fold_2,A:R,vision,test,25,25,3,1234,s2_folds_v1
fold_2,A:R,vision,test,39,39,5,1234,s2_folds_v1
fold_2,A:R,vision,train,17,17,1,1234,s2_folds_v1
fold_2,A:R,vision,train,22,22,2,1234,s2_folds_v1
fold_2,A:R,vision,train,30,30,4,1234,s2_folds_v1
fold_2,A:R,vision,train,46,46,7,1234,s2_folds_v1
fold_2,A:R,vision,val,5,5,0,1234,s2_folds_v1
fold_2,A:R,vision,val,44,44,6,1234,s2_folds_v1
fold_2,A:V,vision,test,15,15,2,1234,s2_folds_v1
fold_2,A:V,vision,test,19,19,3,1234,s2_folds_v1
fold_2,A:V,vision,train,1,1,0,1234,s2_folds_v1
fold_2,A:V,vision,train,3,3,1,1234,s2_folds_v1
fold_2,A:V,vision,train,40,40,6,1234,s2_folds_v1
fold_2,A:V,vision,train,45,45,7,1234,s2_folds_v1
fold_2,A:V,vision,val,31,31,4,1234,s2_folds_v1
fold_2,A:V,vision,val,33,33,5,1234,s2_folds_v1
fold_2,B:B,vision,test,53,197,0,1234,s2_folds_v1
fold_2,B:B,vision,test,89,233,6,1234,s2_folds_v1
fold_2,B:B,vision,train,66,210,1,1234,s2_folds_v1
fold_2,B:B,vision,train,76,220,2,1234,s2_folds_v1
fold_2,B:B,vision,train,79,223,3,1234,s2_folds_v1
fold_2,B:B,vision,train,94,238,7,1234,s2_folds_v1
fold_2,B:B,vision,val,83,227,4,1234,s2_folds_v1
fold_2,B:B,vision,val,85,229,5,1234,s2_folds_v1
fold_2,B:C,vision,test,62,206,2,1234,s2_folds_v1
fold_2,B:C,vision,test,90,234,7,1234,s2_folds_v1
fold_2,B:C,vision,train,58,202,1,1234,s2_folds_v1
fold_2,B:C,vision,train,64,208,3,1234,s2_folds_v1
fold_2,B:C,vision,train,71,215,4,1234,s2_folds_v1
fold_2,B:C,vision,train,86,230,6,1234,s2_folds_v1
fold_2,B:C,vision,val,49,193,0,1234,s2_folds_v1
fold_2,B:C,vision,val,73,217,5,1234,s2_folds_v1
fold_2,B:D,vision,test,68,212,4,1234,s2_folds_v1
fold_2,B:D,vision,test,81,225,6,1234,s2_folds_v1
fold_2,B:D,vision,train,51,195,0,1234,s2_folds_v1
fold_2,B:D,vision,train,54,198,1,1234,s2_folds_v1
fold_2,B:D,vision,train,70,214,5,1234,s2_folds_v1
fold_2,B:D,vision,train,93,237,7,1234,s2_folds_v1
fold_2,B:D,vision,val,61,205,2,1234,s2_folds_v1
fold_2,B:D,vision,val,65,209,3,1234,s2_folds_v1
fold_2,B:K,vision,test,59,203,2,1234,s2_folds_v1
fold_2,B:K,vision,test,82,226,5,1234,s2_folds_v1
fold_2,B:K,vision,train,55,199,0,1234,s2_folds_v1
fold_2,B:K,vision,train,67,211,3,1234,s2_folds_v1
fold_2,B:K,vision,train,78,222,4,1234,s2_folds_v1
fold_2,B:K,vision,train,91,235,7,1234,s2_folds_v1
fold_2,B:K,vision,val,57,201,1,1234,s2_folds_v1
fold_2,B:K,vision,val,84,228,6,1234,s2_folds_v1
fold_2,B:T,vision,test,60,204,1,1234,s2_folds_v1
fold_2,B:T,vision,test,95,239,7,1234,s2_folds_v1
fold_2,B:T,vision,train,52,196,0,1234,s2_folds_v1
fold_2,B:T,vision,train,74,218,3,1234,s2_folds_v1
fold_2,B:T,vision,train,88,232,5,1234,s2_folds_v1
fold_2,B:T,vision,train,92,236,6,1234,s2_folds_v1
fold_2,B:T,vision,val,69,213,2,1234,s2_folds_v1
fold_2,B:T,vision,val,80,224,4,1234,s2_folds_v1
fold_2,B:W,vision,test,72,216,4,1234,s2_folds_v1
fold_2,B:W,vision,test,77,221,6,1234,s2_folds_v1
fold_2,B:W,vision,train,50,194,1,1234,s2_folds_v1
fold_2,B:W,vision,train,56,200,2,1234,s2_folds_v1
fold_2,B:W,vision,train,75,219,5,1234,s2_folds_v1
fold_2,B:W,vision,train,87,231,7,1234,s2_folds_v1
fold_2,B:W,vision,val,48,192,0,1234,s2_folds_v1
fold_2,B:W,vision,val,63,207,3,1234,s2_folds_v1
fold_3,A:E,imagery,test,107,587,0,1234,s2_folds_v1
fold_3,A:E,imagery,test,123,603,6,1234,s2_folds_v1
fold_3,A:E,imagery,train,111,591,1,1234,s2_folds_v1
fold_3,A:E,imagery,train,114,594,2,1234,s2_folds_v1
fold_3,A:E,imagery,train,116,596,3,1234,s2_folds_v1
fold_3,A:E,imagery,train,138,618,7,1234,s2_folds_v1
fold_3,A:E,imagery,val,118,598,4,1234,s2_folds_v1
fold_3,A:E,imagery,val,120,600,5,1234,s2_folds_v1
fold_3,A:H,imagery,test,104,584,0,1234,s2_folds_v1
fold_3,A:H,imagery,test,121,601,3,1234,s2_folds_v1
fold_3,A:H,imagery,train,113,593,1,1234,s2_folds_v1
fold_3,A:H,imagery,train,119,599,2,1234,s2_folds_v1
fold_3,A:H,imagery,train,125,605,4,1234,s2_folds_v1
fold_3,A:H,imagery,train,134,614,6,1234,s2_folds_v1
fold_3,A:H,imagery,val,129,609,5,1234,s2_folds_v1
fold_3,A:H,imagery,val,140,620,7,1234,s2_folds_v1
fold_3,A:L,imagery,test,99,579,1,1234,s2_folds_v1
fold_3,A:L,imagery,test,115,595,3,1234,s2_folds_v1
fold_3,A:L,imagery,train,96,576,0,1234,s2_folds_v1
fold_3,A:L,imagery,train,110,590,2,1234,s2_folds_v1
fold_3,A:L,imagery,train,126,606,5,1234,s2_folds_v1
fold_3,A:L,imagery,train,131,611,6,1234,s2_folds_v1
fold_3,A:L,imagery,val,117,597,4,1234,s2_folds_v1
fold_3,A:L,imagery,val,135,615,7,1234,s2_folds_v1
fold_3,A:P,imagery,test,122,602,2,1234,s2_folds_v1
fold_3,A:P,imagery,test,141,621,6,1234,s2_folds_v1
fold_3,A:P,imagery,train,101,581,0,1234,s2_folds_v1
fold_3,A:P,imagery,train,127,607,3,1234,s2_folds_v1
fold_3,A:P,imagery,train,130,610,4,1234,s2_folds_v1
fold_3,A:P,imagery,train,139,619,5,1234,s2_folds_v1
fold_3,A:P,imagery,val,112,592,1,1234,s2_folds_v1
fold_3,A:P,imagery,val,143,623,7,1234,s2_folds_v1
fold_3,A:R,imagery,test,103,583,1,1234,s2_folds_v1
fold_3,A:R,imagery,test,136,616,6,1234,s2_folds_v1
fold_3,A:R,imagery,train,98,578,0,1234,s2_folds_v1
fold_3,A:R,imagery,train,105,585,2,1234,s2_folds_v1
fold_3,A:R,imagery,train,108,588,3,1234,s2_folds_v1
fold_3,A:R,imagery,train,124,604,4,1234,s2_folds_v1
fold_3,A:R,imagery,val,133,613,5,1234,s2_folds_v1
fold_3,A:R,imagery,val,142,622,7,1234,s2_folds_v1
fold_3,A:V,imagery,test,128,608,5,1234,s2_folds_v1
fold_3,A:V,imagery,test,132,612,6,1234,s2_folds_v1
fold_3,A:V,imagery,train,97,577,0,1234,s2_folds_v1
fold_3,A:V,imagery,train,102,582,2,1234,s2_folds_v1
fold_3,A:V,imagery,train,109,589,4,1234,s2_folds_v1
fold_3,A:V,imagery,train,137,617,7,1234,s2_folds_v1
fold_3,A:V,imagery,val,100,580,1,1234,s2_folds_v1
fold_3,A:V,imagery,val,106,586,3,1234,s2_folds_v1
fold_3,B:B,imagery,test,173,653,4,1234,s2_folds_v1
fold_3,B:B,imagery,test,179,659,5,1234,s2_folds_v1
fold_3,B:B,imagery,train,144,624,0,1234,s2_folds_v1
fold_3,B:B,imagery,train,165,645,2,1234,s2_folds_v1
fold_3,B:B,imagery,train,167,647,3,1234,s2_folds_v1
fold_3,B:B,imagery,train,191,671,7,1234,s2_folds_v1
fold_3,B:B,imagery,val,161,641,1,1234,s2_folds_v1
fold_3,B:B,imagery,val,185,665,6,1234,s2_folds_v1
fold_3,B:C,imagery,test,158,638,4,1234,s2_folds_v1
fold_3,B:C,imagery,test,186,666,7,1234,s2_folds_v1
fold_3,B:C,imagery,train,151,631,2,1234,s2_folds_v1
fold_3,B:C,imagery,train,156,636,3,1234,s2_folds_v1
fold_3,B:C,imagery,train,163,643,5,1234,s2_folds_v1
fold_3,B:C,imagery,train,172,652,6,1234,s2_folds_v1
fold_3,B:C,imagery,val,146,626,0,1234,s2_folds_v1
fold_3,B:C,imagery,val,148,628,1,1234,s2_folds_v1
fold_3,B:D,imagery,test,155,635,1,1234,s2_folds_v1
fold_3,B:D,imagery,test,174,654,5,1234,s2_folds_v1
fold_3,B:D,imagery,train,150,630,0,1234,s2_folds_v1
fold_3,B:D,imagery,train,157,637,2,1234,s2_folds_v1
fold_3,B:D,imagery,train,160,640,3,1234,s2_folds_v1
fold_3,B:D,imagery,train,184,664,6,1234,s2_folds_v1
fold_3,B:D,imagery,val,169,649,4,1234,s2_folds_v1
fold_3,B:D,imagery,val,188,668,7,1234,s2_folds_v1
fold_3,B:K,imagery,test,152,632,1,1234,s2_folds_v1
fold_3,B:K,imagery,test,154,634,2,1234,s2_folds_v1
fold_3,B:K,imagery,train,168,648,3,1234,s2_folds_v1
fold_3,B:K,imagery,train,176,656,4,1234,s2_folds_v1
fold_3,B:K,imagery,train,178,658,5,1234,s2_folds_v1
fold_3,B:K,imagery,train,187,667,6,1234,s2_folds_v1
fold_3,B:K,imagery,val,149,629,0,1234,s2_folds_v1
fold_3,B:K,imagery,val,189,669,7,1234,s2_folds_v1
fold_3,B:T,imagery,test,147,627,0,1234,s2_folds_v1
fold_3,B:T,imagery,test,166,646,3,1234,s2_folds_v1
fold_3,B:T,imagery,train,162,642,2,1234,s2_folds_v1
fold_3,B:T,imagery,train,180,660,5,1234,s2_folds_v1
fold_3,B:T,imagery,train,182,662,6,1234,s2_folds_v1
fold_3,B:T,imagery,train,190,670,7,1234,s2_folds_v1
fold_3,B:T,imagery,val,159,639,1,1234,s2_folds_v1
fold_3,B:T,imagery,val,170,650,4,1234,s2_folds_v1
fold_3,B:W,imagery,test,145,625,0,1234,s2_folds_v1
fold_3,B:W,imagery,test,183,663,7,1234,s2_folds_v1
fold_3,B:W,imagery,train,153,633,1,1234,s2_folds_v1
fold_3,B:W,imagery,train,171,651,3,1234,s2_folds_v1
fold_3,B:W,imagery,train,177,657,5,1234,s2_folds_v1
fold_3,B:W,imagery,train,181,661,6,1234,s2_folds_v1
fold_3,B:W,imagery,val,164,644,2,1234,s2_folds_v1
fold_3,B:W,imagery,val,175,655,4,1234,s2_folds_v1
fold_3,A:E,vision,test,9,9,1,1234,s2_folds_v1
fold_3,A:E,vision,test,38,38,5,1234,s2_folds_v1
fold_3,A:E,vision,train,6,6,0,1234,s2_folds_v1
fold_3,A:E,vision,train,23,23,2,1234,s2_folds_v1
fold_3,A:E,vision,train,26,26,3,1234,s2_folds_v1
fold_3,A:E,vision,train,32,32,4,1234,s2_folds_v1
fold_3,A:E,vision,val,43,43,6,1234,s2_folds_v1
fold_3,A:E,vision,val,47,47,7,1234,s2_folds_v1
fold_3,A:H,vision,test,18,18,3,1234,s2_folds_v1
fold_3,A:H,vision,test,21,21,4,1234,s2_folds_v1
fold_3,A:H,vision,train,10,10,1,1234,s2_folds_v1
fold_3,A:H,vision,train,14,14,2,1234,s2_folds_v1
fold_3,A:H,vision,train,24,24,5,1234,s2_folds_v1
fold_3,A:H,vision,train,35,35,7,1234,s2_folds_v1
fold_3,A:H,vision,val,2,2,0,1234,s2_folds_v1
fold_3,A:H,vision,val,28,28,6,1234,s2_folds_v1
fold_3,A:L,vision,test,7,7,2,1234,s2_folds_v1
fold_3,A:L,vision,test,29,29,5,1234,s2_folds_v1
fold_3,A:L,vision,train,0,0,0,1234,s2_folds_v1
fold_3,A:L,vision,train,4,4,1,1234,s2_folds_v1
fold_3,A:L,vision,train,12,12,3,1234,s2_folds_v1
fold_3,A:L,vision,train,27,27,4,1234,s2_folds_v1
fold_3,A:L,vision,val,36,36,6,1234,s2_folds_v1
fold_3,A:L,vision,val,42,42,7,1234,s2_folds_v1
fold_3,A:P,vision,test,11,11,1,1234,s2_folds_v1
fold_3,A:P,vision,test,37,37,6,1234,s2_folds_v1
fold_3,A:P,vision,train,8,8,0,1234,s2_folds_v1
fold_3,A:P,vision,train,13,13,2,1234,s2_folds_v1
fold_3,A:P,vision,train,16,16,3,1234,s2_folds_v1
fold_3,A:P,vision,train,34,34,5,1234,s2_folds_v1
fold_3,A:P,vision,val,20,20,4,1234,s2_folds_v1
fold_3,A:P,vision,val,41,41,7,1234,s2_folds_v1
fold_3,A:R,vision,test,5,5,0,1234,s2_folds_v1
fold_3,A:R,vision,test,44,44,6,1234,s2_folds_v1
fold_3,A:R,vision,train,17,17,1,1234,s2_folds_v1
fold_3,A:R,vision,train,22,22,2,1234,s2_folds_v1
fold_3,A:R,vision,train,30,30,4,1234,s2_folds_v1
fold_3,A:R,vision,train,46,46,7,1234,s2_folds_v1
fold_3,A:R,vision,val,25,25,3,1234,s2_folds_v1
fold_3,A:R,vision,val,39,39,5,1234,s2_folds_v1
fold_3,A:V,vision,test,31,31,4,1234,s2_folds_v1
fold_3,A:V,vision,test,33,33,5,1234,s2_folds_v1
fold_3,A:V,vision,train,1,1,0,1234,s2_folds_v1
fold_3,A:V,vision,train,3,3,1,1234,s2_folds_v1
fold_3,A:V,vision,train,40,40,6,1234,s2_folds_v1
fold_3,A:V,vision,train,45,45,7,1234,s2_folds_v1
fold_3,A:V,vision,val,15,15,2,1234,s2_folds_v1
fold_3,A:V,vision,val,19,19,3,1234,s2_folds_v1
fold_3,B:B,vision,test,83,227,4,1234,s2_folds_v1
fold_3,B:B,vision,test,85,229,5,1234,s2_folds_v1
fold_3,B:B,vision,train,66,210,1,1234,s2_folds_v1
fold_3,B:B,vision,train,76,220,2,1234,s2_folds_v1
fold_3,B:B,vision,train,79,223,3,1234,s2_folds_v1
fold_3,B:B,vision,train,94,238,7,1234,s2_folds_v1
fold_3,B:B,vision,val,53,197,0,1234,s2_folds_v1
fold_3,B:B,vision,val,89,233,6,1234,s2_folds_v1
fold_3,B:C,vision,test,49,193,0,1234,s2_folds_v1
fold_3,B:C,vision,test,73,217,5,1234,s2_folds_v1
fold_3,B:C,vision,train,58,202,1,1234,s2_folds_v1
fold_3,B:C,vision,train,64,208,3,1234,s2_folds_v1
fold_3,B:C,vision,train,71,215,4,1234,s2_folds_v1
fold_3,B:C,vision,train,86,230,6,1234,s2_folds_v1
fold_3,B:C,vision,val,62,206,2,1234,s2_folds_v1
fold_3,B:C,vision,val,90,234,7,1234,s2_folds_v1
fold_3,B:D,vision,test,61,205,2,1234,s2_folds_v1
fold_3,B:D,vision,test,65,209,3,1234,s2_folds_v1
fold_3,B:D,vision,train,51,195,0,1234,s2_folds_v1
fold_3,B:D,vision,train,54,198,1,1234,s2_folds_v1
fold_3,B:D,vision,train,70,214,5,1234,s2_folds_v1
fold_3,B:D,vision,train,93,237,7,1234,s2_folds_v1
fold_3,B:D,vision,val,68,212,4,1234,s2_folds_v1
fold_3,B:D,vision,val,81,225,6,1234,s2_folds_v1
fold_3,B:K,vision,test,57,201,1,1234,s2_folds_v1
fold_3,B:K,vision,test,84,228,6,1234,s2_folds_v1
fold_3,B:K,vision,train,55,199,0,1234,s2_folds_v1
fold_3,B:K,vision,train,67,211,3,1234,s2_folds_v1
fold_3,B:K,vision,train,78,222,4,1234,s2_folds_v1
fold_3,B:K,vision,train,91,235,7,1234,s2_folds_v1
fold_3,B:K,vision,val,59,203,2,1234,s2_folds_v1
fold_3,B:K,vision,val,82,226,5,1234,s2_folds_v1
fold_3,B:T,vision,test,69,213,2,1234,s2_folds_v1
fold_3,B:T,vision,test,80,224,4,1234,s2_folds_v1
fold_3,B:T,vision,train,52,196,0,1234,s2_folds_v1
fold_3,B:T,vision,train,74,218,3,1234,s2_folds_v1
fold_3,B:T,vision,train,88,232,5,1234,s2_folds_v1
fold_3,B:T,vision,train,92,236,6,1234,s2_folds_v1
fold_3,B:T,vision,val,60,204,1,1234,s2_folds_v1
fold_3,B:T,vision,val,95,239,7,1234,s2_folds_v1
fold_3,B:W,vision,test,48,192,0,1234,s2_folds_v1
fold_3,B:W,vision,test,63,207,3,1234,s2_folds_v1
fold_3,B:W,vision,train,50,194,1,1234,s2_folds_v1
fold_3,B:W,vision,train,56,200,2,1234,s2_folds_v1
fold_3,B:W,vision,train,75,219,5,1234,s2_folds_v1
fold_3,B:W,vision,train,87,231,7,1234,s2_folds_v1
fold_3,B:W,vision,val,72,216,4,1234,s2_folds_v1
fold_3,B:W,vision,val,77,221,6,1234,s2_folds_v1
