participant,fold,split,identity,model,source_trial_row,source_beta_index,target_trial_row,target_beta_index,pairing_policy,root_seed_digest,child_seed_digest,derivation_version
subj02,fold_1,test,B:B,vis2img,66,210,144,624,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,6bcb1cbbdbd55d29,PAIRING_V1
subj02,fold_1,test,B:B,vis2img,79,223,191,671,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,6bcb1cbbdbd55d29,PAIRING_V1
subj02,fold_1,test,B:C,vis2img,58,202,156,636,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1ac21774575762cd,PAIRING_V1
subj02,fold_1,test,B:C,vis2img,71,215,151,631,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1ac21774575762cd,PAIRING_V1
subj02,fold_1,test,B:D,vis2img,70,214,150,630,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1ccf49265989741f,PAIRING_V1
subj02,fold_1,test,B:D,vis2img,93,237,184,664,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1ccf49265989741f,PAIRING_V1
subj02,fold_1,test,B:K,vis2img,67,211,178,658,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,8077e2782d1edc75,PAIRING_V1
subj02,fold_1,test,B:K,vis2img,91,235,187,667,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,8077e2782d1edc75,PAIRING_V1
subj02,fold_1,test,B:T,vis2img,52,196,190,670,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4ff0358c62dd2c08,PAIRING_V1
subj02,fold_1,test,B:T,vis2img,92,236,162,642,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4ff0358c62dd2c08,PAIRING_V1
subj02,fold_1,test,B:W,vis2img,56,200,177,657,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,edfbbc3b27f71c41,PAIRING_V1
subj02,fold_1,test,B:W,vis2img,75,219,181,661,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,edfbbc3b27f71c41,PAIRING_V1
subj02,fold_2,train,A:E,vis2img,6,6,111,591,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,c6aaf8158e707c32,PAIRING_V1
subj02,fold_2,train,A:E,vis2img,23,23,114,594,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,c6aaf8158e707c32,PAIRING_V1
subj02,fold_2,train,A:E,vis2img,26,26,116,596,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,c6aaf8158e707c32,PAIRING_V1
subj02,fold_2,train,A:E,vis2img,32,32,138,618,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,c6aaf8158e707c32,PAIRING_V1
subj02,fold_2,train,A:H,vis2img,10,10,125,605,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,d94f8885f37577b4,PAIRING_V1
subj02,fold_2,train,A:H,vis2img,14,14,113,593,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,d94f8885f37577b4,PAIRING_V1
subj02,fold_2,train,A:H,vis2img,24,24,119,599,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,d94f8885f37577b4,PAIRING_V1
subj02,fold_2,train,A:H,vis2img,35,35,134,614,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,d94f8885f37577b4,PAIRING_V1
subj02,fold_2,train,A:L,vis2img,0,0,131,611,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,12c16f344cb35aae,PAIRING_V1
subj02,fold_2,train,A:L,vis2img,4,4,96,576,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,12c16f344cb35aae,PAIRING_V1
subj02,fold_2,train,A:L,vis2img,12,12,126,606,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,12c16f344cb35aae,PAIRING_V1
subj02,fold_2,train,A:L,vis2img,27,27,110,590,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,12c16f344cb35aae,PAIRING_V1
subj02,fold_2,train,A:P,vis2img,8,8,130,610,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9394a046af2ea519,PAIRING_V1
subj02,fold_2,train,A:P,vis2img,13,13,127,607,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9394a046af2ea519,PAIRING_V1
subj02,fold_2,train,A:P,vis2img,16,16,101,581,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9394a046af2ea519,PAIRING_V1
subj02,fold_2,train,A:P,vis2img,34,34,139,619,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9394a046af2ea519,PAIRING_V1
subj02,fold_2,train,A:R,vis2img,17,17,105,585,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e7dd683b0bdaba4d,PAIRING_V1
subj02,fold_2,train,A:R,vis2img,22,22,108,588,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e7dd683b0bdaba4d,PAIRING_V1
subj02,fold_2,train,A:R,vis2img,30,30,124,604,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e7dd683b0bdaba4d,PAIRING_V1
subj02,fold_2,train,A:R,vis2img,46,46,98,578,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e7dd683b0bdaba4d,PAIRING_V1
subj02,fold_2,train,A:V,vis2img,1,1,137,617,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,98a6574d6f598c16,PAIRING_V1
subj02,fold_2,train,A:V,vis2img,3,3,102,582,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,98a6574d6f598c16,PAIRING_V1
subj02,fold_2,train,A:V,vis2img,40,40,97,577,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,98a6574d6f598c16,PAIRING_V1
subj02,fold_2,train,A:V,vis2img,45,45,109,589,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,98a6574d6f598c16,PAIRING_V1
subj02,fold_2,train,B:B,vis2img,66,210,191,671,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f23313412d976ab5,PAIRING_V1
subj02,fold_2,train,B:B,vis2img,76,220,144,624,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f23313412d976ab5,PAIRING_V1
subj02,fold_2,train,B:B,vis2img,79,223,167,647,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f23313412d976ab5,PAIRING_V1
subj02,fold_2,train,B:B,vis2img,94,238,165,645,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f23313412d976ab5,PAIRING_V1
subj02,fold_2,train,B:C,vis2img,58,202,172,652,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f1e1bc733f81f93f,PAIRING_V1
subj02,fold_2,train,B:C,vis2img,64,208,156,636,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f1e1bc733f81f93f,PAIRING_V1
subj02,fold_2,train,B:C,vis2img,71,215,163,643,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f1e1bc733f81f93f,PAIRING_V1
subj02,fold_2,train,B:C,vis2img,86,230,151,631,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f1e1bc733f81f93f,PAIRING_V1
subj02,fold_2,train,B:D,vis2img,51,195,160,640,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,08ea66434ff77d82,PAIRING_V1
subj02,fold_2,train,B:D,vis2img,54,198,184,664,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,08ea66434ff77d82,PAIRING_V1
subj02,fold_2,train,B:D,vis2img,70,214,157,637,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,08ea66434ff77d82,PAIRING_V1
subj02,fold_2,train,B:D,vis2img,93,237,150,630,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,08ea66434ff77d82,PAIRING_V1
subj02,fold_2,train,B:K,vis2img,55,199,176,656,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9f6f5a7438a40024,PAIRING_V1
subj02,fold_2,train,B:K,vis2img,67,211,178,658,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9f6f5a7438a40024,PAIRING_V1
subj02,fold_2,train,B:K,vis2img,78,222,168,648,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9f6f5a7438a40024,PAIRING_V1
subj02,fold_2,train,B:K,vis2img,91,235,187,667,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9f6f5a7438a40024,PAIRING_V1
subj02,fold_2,train,B:T,vis2img,52,196,182,662,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e5efe60b5b40a779,PAIRING_V1
subj02,fold_2,train,B:T,vis2img,74,218,162,642,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e5efe60b5b40a779,PAIRING_V1
subj02,fold_2,train,B:T,vis2img,88,232,190,670,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e5efe60b5b40a779,PAIRING_V1
subj02,fold_2,train,B:T,vis2img,92,236,180,660,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e5efe60b5b40a779,PAIRING_V1
subj02,fold_2,train,B:W,vis2img,50,194,181,661,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1e511bdc58701a2c,PAIRING_V1
subj02,fold_2,train,B:W,vis2img,56,200,177,657,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1e511bdc58701a2c,PAIRING_V1
subj02,fold_2,train,B:W,vis2img,75,219,171,651,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1e511bdc58701a2c,PAIRING_V1
subj02,fold_2,train,B:W,vis2img,87,231,153,633,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1e511bdc58701a2c,PAIRING_V1
subj02,fold_2,val,A:E,vis2img,9,9,107,587,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,71745b4db2507d37,PAIRING_V1
subj02,fold_2,val,A:E,vis2img,38,38,123,603,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,71745b4db2507d37,PAIRING_V1
subj02,fold_2,val,A:H,vis2img,18,18,121,601,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,8f0d8035d224112a,PAIRING_V1
subj02,fold_2,val,A:H,vis2img,21,21,104,584,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,8f0d8035d224112a,PAIRING_V1
subj02,fold_2,val,A:L,vis2img,7,7,99,579,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,096bbcfd311451c1,PAIRING_V1
subj02,fold_2,val,A:L,vis2img,29,29,115,595,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,096bbcfd311451c1,PAIRING_V1
subj02,fold_2,val,A:P,vis2img,11,11,122,602,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4e88e8a5d4e3d69e,PAIRING_V1
subj02,fold_2,val,A:P,vis2img,37,37,141,621,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4e88e8a5d4e3d69e,PAIRING_V1
subj02,fold_2,val,A:R,vis2img,5,5,103,583,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,5fcd083037a677dc,PAIRING_V1
subj02,fold_2,val,A:R,vis2img,44,44,136,616,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,5fcd083037a677dc,PAIRING_V1
subj02,fold_2,val,A:V,vis2img,31,31,128,608,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,ecd0083e33d07ac6,PAIRING_V1
subj02,fold_2,val,A:V,vis2img,33,33,132,612,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,ecd0083e33d07ac6,PAIRING_V1
subj02,fold_2,val,B:B,vis2img,83,227,173,653,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f302017b6f699b55,PAIRING_V1
subj02,fold_2,val,B:B,vis2img,85,229,179,659,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f302017b6f699b55,PAIRING_V1
subj02,fold_2,val,B:C,vis2img,49,193,158,638,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,2b79a6494317922c,PAIRING_V1
subj02,fold_2,val,B:C,vis2img,73,217,186,666,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,2b79a6494317922c,PAIRING_V1
subj02,fold_2,val,B:D,vis2img,61,205,155,635,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4982aac5fe18d4cb,PAIRING_V1
subj02,fold_2,val,B:D,vis2img,65,209,174,654,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4982aac5fe18d4cb,PAIRING_V1
subj02,fold_2,val,B:K,vis2img,57,201,152,632,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f648f1bf4b2f90fb,PAIRING_V1
subj02,fold_2,val,B:K,vis2img,84,228,154,634,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f648f1bf4b2f90fb,PAIRING_V1
subj02,fold_2,val,B:T,vis2img,69,213,147,627,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,b0793d930fde32a2,PAIRING_V1
subj02,fold_2,val,B:T,vis2img,80,224,166,646,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,b0793d930fde32a2,PAIRING_V1
subj02,fold_2,val,B:W,vis2img,48,192,183,663,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4d837b24a69565d2,PAIRING_V1
subj02,fold_2,val,B:W,vis2img,63,207,145,625,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4d837b24a69565d2,PAIRING_V1
subj02,fold_2,test,A:E,vis2img,43,43,118,598,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4451dd83c3c5f3d2,PAIRING_V1
subj02,fold_2,test,A:E,vis2img,47,47,120,600,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,4451dd83c3c5f3d2,PAIRING_V1
subj02,fold_2,test,A:H,vis2img,2,2,129,609,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,2c3800c1a6b0e4ee,PAIRING_V1
subj02,fold_2,test,A:H,vis2img,28,28,140,620,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,2c3800c1a6b0e4ee,PAIRING_V1
subj02,fold_2,test,A:L,vis2img,36,36,117,597,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,44c3702693a2843c,PAIRING_V1
subj02,fold_2,test,A:L,vis2img,42,42,135,615,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,44c3702693a2843c,PAIRING_V1
subj02,fold_2,test,A:P,vis2img,20,20,112,592,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,c1aa5af98d7d4de5,PAIRING_V1
subj02,fold_2,test,A:P,vis2img,41,41,143,623,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,c1aa5af98d7d4de5,PAIRING_V1
subj02,fold_2,test,A:R,vis2img,25,25,133,613,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,fe6d5e1c50208697,PAIRING_V1
subj02,fold_2,test,A:R,vis2img,39,39,142,622,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,fe6d5e1c50208697,PAIRING_V1
subj02,fold_2,test,A:V,vis2img,15,15,100,580,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,a32d0ccbbea7142a,PAIRING_V1
subj02,fold_2,test,A:V,vis2img,19,19,106,586,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,a32d0ccbbea7142a,PAIRING_V1
subj02,fold_2,test,B:B,vis2img,53,197,185,665,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,a6bca8b372162493,PAIRING_V1
subj02,fold_2,test,B:B,vis2img,89,233,161,641,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,a6bca8b372162493,PAIRING_V1
subj02,fold_2,test,B:C,vis2img,62,206,146,626,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,74fcd6ef1c423a32,PAIRING_V1
subj02,fold_2,test,B:C,vis2img,90,234,148,628,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,74fcd6ef1c423a32,PAIRING_V1
subj02,fold_2,test,B:D,vis2img,68,212,169,649,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9f2718c51455f3df,PAIRING_V1
subj02,fold_2,test,B:D,vis2img,81,225,188,668,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9f2718c51455f3df,PAIRING_V1
subj02,fold_2,test,B:K,vis2img,59,203,149,629,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,3d1f1bf4945897f1,PAIRING_V1
subj02,fold_2,test,B:K,vis2img,82,226,189,669,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,3d1f1bf4945897f1,PAIRING_V1
subj02,fold_2,test,B:T,vis2img,60,204,170,650,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,5f5731e3dc16fdff,PAIRING_V1
subj02,fold_2,test,B:T,vis2img,95,239,159,639,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,5f5731e3dc16fdff,PAIRING_V1
subj02,fold_2,test,B:W,vis2img,72,216,175,655,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,734818d3bb5f9107,PAIRING_V1
subj02,fold_2,test,B:W,vis2img,77,221,164,644,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,734818d3bb5f9107,PAIRING_V1
subj02,fold_3,train,A:E,vis2img,6,6,138,618,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,01d2e12a3a714757,PAIRING_V1
subj02,fold_3,train,A:E,vis2img,23,23,114,594,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,01d2e12a3a714757,PAIRING_V1
subj02,fold_3,train,A:E,vis2img,26,26,111,591,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,01d2e12a3a714757,PAIRING_V1
subj02,fold_3,train,A:E,vis2img,32,32,116,596,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,01d2e12a3a714757,PAIRING_V1
subj02,fold_3,train,A:H,vis2img,10,10,113,593,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,308efcfcfde48fbe,PAIRING_V1
subj02,fold_3,train,A:H,vis2img,14,14,119,599,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,308efcfcfde48fbe,PAIRING_V1
subj02,fold_3,train,A:H,vis2img,24,24,134,614,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,308efcfcfde48fbe,PAIRING_V1
subj02,fold_3,train,A:H,vis2img,35,35,125,605,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,308efcfcfde48fbe,PAIRING_V1
subj02,fold_3,train,A:L,vis2img,0,0,126,606,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,11a71a0b94db5bad,PAIRING_V1
subj02,fold_3,train,A:L,vis2img,4,4,131,611,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,11a71a0b94db5bad,PAIRING_V1
subj02,fold_3,train,A:L,vis2img,12,12,96,576,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,11a71a0b94db5bad,PAIRING_V1
subj02,fold_3,train,A:L,vis2img,27,27,110,590,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,11a71a0b94db5bad,PAIRING_V1
subj02,fold_3,train,A:P,vis2img,8,8,139,619,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,454047215c2c6c9d,PAIRING_V1
subj02,fold_3,train,A:P,vis2img,13,13,127,607,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,454047215c2c6c9d,PAIRING_V1
subj02,fold_3,train,A:P,vis2img,16,16,101,581,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,454047215c2c6c9d,PAIRING_V1
subj02,fold_3,train,A:P,vis2img,34,34,130,610,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,454047215c2c6c9d,PAIRING_V1
subj02,fold_3,train,A:R,vis2img,17,17,108,588,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9ceeaa7505ca2e74,PAIRING_V1
subj02,fold_3,train,A:R,vis2img,22,22,124,604,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9ceeaa7505ca2e74,PAIRING_V1
subj02,fold_3,train,A:R,vis2img,30,30,98,578,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9ceeaa7505ca2e74,PAIRING_V1
subj02,fold_3,train,A:R,vis2img,46,46,105,585,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,9ceeaa7505ca2e74,PAIRING_V1
subj02,fold_3,train,A:V,vis2img,1,1,137,617,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f4d3a153d07a6cfd,PAIRING_V1
subj02,fold_3,train,A:V,vis2img,3,3,109,589,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f4d3a153d07a6cfd,PAIRING_V1
subj02,fold_3,train,A:V,vis2img,40,40,102,582,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f4d3a153d07a6cfd,PAIRING_V1
subj02,fold_3,train,A:V,vis2img,45,45,97,577,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,f4d3a153d07a6cfd,PAIRING_V1
subj02,fold_3,train,B:B,vis2img,66,210,167,647,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,cae9397f792fc9a2,PAIRING_V1
subj02,fold_3,train,B:B,vis2img,76,220,165,645,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,cae9397f792fc9a2,PAIRING_V1
subj02,fold_3,train,B:B,vis2img,79,223,191,671,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,cae9397f792fc9a2,PAIRING_V1
subj02,fold_3,train,B:B,vis2img,94,238,144,624,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,cae9397f792fc9a2,PAIRING_V1
subj02,fold_3,train,B:C,vis2img,58,202,172,652,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1972922a0176719d,PAIRING_V1
subj02,fold_3,train,B:C,vis2img,64,208,163,643,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1972922a0176719d,PAIRING_V1
subj02,fold_3,train,B:C,vis2img,71,215,156,636,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1972922a0176719d,PAIRING_V1
subj02,fold_3,train,B:C,vis2img,86,230,151,631,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,1972922a0176719d,PAIRING_V1
subj02,fold_3,train,B:D,vis2img,51,195,184,664,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,3bcf6ffd68277c27,PAIRING_V1
subj02,fold_3,train,B:D,vis2img,54,198,157,637,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,3bcf6ffd68277c27,PAIRING_V1
subj02,fold_3,train,B:D,vis2img,70,214,160,640,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,3bcf6ffd68277c27,PAIRING_V1
subj02,fold_3,train,B:D,vis2img,93,237,150,630,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,3bcf6ffd68277c27,PAIRING_V1
subj02,fold_3,train,B:K,vis2img,55,199,187,667,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,dfc8a97881c10ed8,PAIRING_V1
subj02,fold_3,train,B:K,vis2img,67,211,168,648,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,dfc8a97881c10ed8,PAIRING_V1
subj02,fold_3,train,B:K,vis2img,78,222,178,658,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,dfc8a97881c10ed8,PAIRING_V1
subj02,fold_3,train,B:K,vis2img,91,235,176,656,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,dfc8a97881c10ed8,PAIRING_V1
subj02,fold_3,train,B:T,vis2img,52,196,180,660,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,43c7357749f3c7fd,PAIRING_V1
subj02,fold_3,train,B:T,vis2img,74,218,190,670,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,43c7357749f3c7fd,PAIRING_V1
subj02,fold_3,train,B:T,vis2img,88,232,182,662,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,43c7357749f3c7fd,PAIRING_V1
subj02,fold_3,train,B:T,vis2img,92,236,162,642,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,43c7357749f3c7fd,PAIRING_V1
subj02,fold_3,train,B:W,vis2img,50,194,177,657,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e6fec24505f35952,PAIRING_V1
subj02,fold_3,train,B:W,vis2img,56,200,153,633,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e6fec24505f35952,PAIRING_V1
subj02,fold_3,train,B:W,vis2img,75,219,171,651,V2I_ROY_RANDOM_WITHIN_IDENTITY_V1,908ce1f927ae651f,e6fec24505f35952,PAIRING_V1
