,cocoId,cocoSplit,cropBox,loss,nsdId,flagged,BOLD5000,shared1000,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject1_rep0,subject1_rep1,subject1_rep2,subject2_rep0,subject2_rep1,subject2_rep2,subject3_rep0,subject3_rep1,subject3_rep2,subject4_rep0,subject4_rep1,subject4_rep2,subject5_rep0,subject5_rep1,subject5_rep2,subject6_rep0,subject6_rep1,subject6_rep2,subject7_rep0,subject7_rep1,subject7_rep2,subject8_rep0,subject8_rep1,subject8_rep2
19911,51277,train2017,"(0, 0, 0.0, 0.0)",0.0,19911,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7658,7781,19053
19912,51278,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19912,False,False,False,0,1,0,0,0,0,0,0,0,0,0,12824,25775,27637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19913,51281,train2017,"(0, 0, 0.165625, 0.165625)",0.0,19913,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11185,11842,23757,0,0,0,0,0,0
19914,313428,train2017,"(0, 0, 0.096, 0.096)",0.0,19914,False,False,False,0,1,0,0,0,0,0,0,0,0,0,15307,15402,21597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19915,313432,train2017,"(0, 0, 0.165625, 0.165625)",0.07142857142857142,19915,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14425,14564,14597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19916,313434,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0784313725490196,19916,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20608,22433,22620
19917,314383,train2017,"(0, 0.25, 0, 0)",0.125,19917,False,False,False,0,1,0,0,0,0,0,0,0,0,0,14602,14923,14976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19918,313437,train2017,"(0, 0, 0.0, 0.0)",0.0,19918,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9678,10495,10681
19919,358075,train2017,"(0, 0, 0.1671875, 0.1671875)",0.1111111111111111,19919,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7045,27658,27918,0,0,0,0,0,0,0,0,0,0,0,0
19920,575590,train2017,"(0, 0.25, 0, 0)",0.0,19920,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4989,11018,18490,0,0,0,0,0,0
19921,51304,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,19921,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,1758,12705,0,0,0,0,0,0,0,0,0,0,0,0
19922,313449,train2017,"(0, 0.25, 0, 0)",0.0,19922,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4222,4733,12837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19923,51310,train2017,"(0, 0, 0.125, 0.125)",0.0,19923,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,18570,18969,0,0,0
19924,575601,train2017,"(0, 0, 0.10859375, 0.10859375)",0.0,19924,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21571,21833,21902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19925,575606,train2017,"(0.125, 0.125, 0, 0)",0.0,19925,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3244,11565,21053,0,0,0,0,0,0
19926,313465,train2017,"(0, 0, 0.125, 0.125)",0.14285714285714285,19926,False,False,False,1,0,0,0,0,0,0,0,7393,11250,13232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19927,575610,train2017,"(0, 0, 0.16640625, 0.16640625)",0.13793103448275862,19927,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2649,12359,18581,0,0,0,0,0,0
19928,575612,train2017,"(0, 0, 0.14375, 0.14375)",0.0,19928,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164,5945,6033,0,0,0
19929,575615,train2017,"(0, 0, 0.165625, 0.165625)",0.0,19929,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11258,12343,18349
19930,51328,train2017,"(0, 0, 0.0, 0.0)",0.0,19930,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25543,25944,26128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19931,313473,train2017,"(0, 0, 0.125, 0.125)",0.0,19931,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11527,13836,24947,0,0,0,0,0,0,0,0,0
19932,575623,train2017,"(0, 0, 0.125, 0.125)",0.0,19932,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12546,16254,28191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19933,313480,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19933,False,True,True,1,1,1,1,1,1,1,1,3602,3772,11173,3602,3772,11173,3602,3772,11173,3602,3772,11173,3602,3772,11173,3602,3772,11173,3602,3772,11173,3602,3772,11173
19934,575625,train2017,"(0.125, 0.125, 0, 0)",0.0,19934,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132,7364,21332,0,0,0,0,0,0
19935,51339,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,19935,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9445,11740,11757,0,0,0,0,0,0
19936,575631,train2017,"(0, 0, 0.1375, 0.1375)",0.0,19936,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848,3999,4400,0,0,0,0,0,0,0,0,0
19937,575633,train2017,"(0.14296875, 0.14296875, 0, 0)",0.0,19937,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1955,20807,22364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19938,313491,train2017,"(0.125, 0.125, 0, 0)",0.0,19938,False,False,False,0,1,0,0,0,0,0,0,0,0,0,2111,7357,21751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19939,575637,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,19939,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29562,29651,29667,0,0,0,0,0,0,0,0,0,0,0,0
19940,313494,train2017,"(0, 0.25, 0, 0)",0.0,19940,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5398,6111,14818,0,0,0,0,0,0,0,0,0
19941,575641,train2017,"(0, 0, 0.165625, 0.165625)",0.0,19941,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,3276,3289,0,0,0,0,0,0
19942,270703,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,19942,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23046,23787,25418
19943,575644,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,19943,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,4072,26331,0,0,0
19944,313502,train2017,"(0, 0, 0.1328125, 0.1328125)",0.0,19944,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3643,9469,13689,0,0,0,0,0,0,0,0,0,0,0,0
19945,51359,train2017,"(0, 0, 0.1125, 0.1125)",0.1,19945,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2779,3008,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19946,575652,train2017,"(0, 0, 0.0, 0.0)",0.0,19946,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8969,25664,29760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19947,401777,train2017,"(0, 0, 0.165625, 0.165625)",0.0,19947,False,False,False,1,0,0,0,0,0,0,0,276,284,11798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19948,313517,train2017,"(0.16796875, 0.16796875, 0, 0)",0.0,19948,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12059,12168,12265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19949,313518,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19949,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17565,17773,18199,0,0,0,0,0,0
19950,575666,train2017,"(0, 0, 0.1375, 0.1375)",0.0,19950,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,6318,19900,0,0,0,0,0,0,0,0,0
19951,313525,train2017,"(0, 0, 0.13828125, 0.13828125)",0.0,19951,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28051,28113,28428,0,0,0,0,0,0,0,0,0
19952,532852,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,19952,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21996,22051,27512,0,0,0
19953,575675,train2017,"(0, 0.2859375, 0, 0)",0.0,19953,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25270,25495,28661,0,0,0,0,0,0,0,0,0
19954,313532,train2017,"(0, 0, 0.125, 0.125)",0.0,19954,False,False,False,1,0,0,0,0,0,0,0,5649,9188,9653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19955,313538,train2017,"(0, 0, 0.16171875, 0.16171875)",0.0,19955,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558,4566,27422
19956,51396,train2017,"(0, 0, 0.16640625, 0.16640625)",0.08,19956,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13423,28766,29045
19957,313541,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19957,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21677,21890,22047
19958,313543,train2017,"(0, 0, 0.1578125, 0.1578125)",0.0,19958,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3444,3746,28566,0,0,0,0,0,0,0,0,0,0,0,0
19959,8568,train2017,"(0.16640625, 0.16640625, 0, 0)",0.125,19959,False,False,False,0,1,0,0,0,0,0,0,0,0,0,1063,2584,11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19960,313555,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19960,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7463,7544,27099,0,0,0,0,0,0,0,0,0,0,0,0
19961,313556,train2017,"(0, 0, 0.1390625, 0.1390625)",0.0,19961,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169,4579,16584,0,0,0
19962,575702,train2017,"(0, 0, 0.16484375, 0.16484375)",0.0,19962,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9060,9116,15457,0,0,0,0,0,0
19963,575704,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19963,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14712,14875,25089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19964,8571,train2017,"(0, 0, 0.16640625, 0.16640625)",0.08333333333333333,19964,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12400,17222,17895,0,0,0
19965,575719,train2017,"(0, 0, 0.125, 0.125)",0.0,19965,False,False,False,0,1,0,0,0,0,0,0,0,0,0,13586,13667,21729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19966,313577,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19966,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4496,12375,23347,0,0,0,0,0,0
19967,51434,train2017,"(0, 0, 0.0, 0.0)",0.0,19967,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6688,14366,14379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19968,313585,train2017,"(0, 0, 0.1671875, 0.1671875)",0.043478260869565216,19968,False,False,False,0,1,0,0,0,0,0,0,0,0,0,2143,4828,26815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19969,575733,train2017,"(0, 0, 0.125, 0.125)",0.1,19969,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1891,11739,20026,0,0,0,0,0,0,0,0,0,0,0,0
19970,575734,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19970,False,False,False,1,0,0,0,0,0,0,0,1919,19441,23182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19971,313593,train2017,"(0, 0, 0.125, 0.125)",0.0,19971,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560,15380,24687,0,0,0
19972,313596,train2017,"(0, 0, 0.0, 0.0)",0.0,19972,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7492,7769,10795,0,0,0,0,0,0,0,0,0,0,0,0
19973,51453,train2017,"(0, 0, 0.125, 0.125)",0.0,19973,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17951,20606,20720,0,0,0,0,0,0
19974,51454,train2017,"(0, 0, 0.0, 0.0)",0.0,19974,False,False,False,1,0,0,0,0,0,0,0,26309,26431,26563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19975,313600,train2017,"(0, 0, 0.0, 0.0)",0.0,19975,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6865,21714,26449,0,0,0,0,0,0
19976,313603,train2017,"(0, 0, 0.125, 0.125)",0.0,19976,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,2861,3027,0,0,0
19977,575753,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19977,False,False,False,1,0,0,0,0,0,0,0,8222,18292,18338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19978,575754,train2017,"(0, 0, 0.125, 0.125)",0.0,19978,False,False,False,1,0,0,0,0,0,0,0,6449,7966,28248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19979,575755,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,19979,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220,3614,3901
19980,575756,train2017,"(0, 0, 0.125, 0.125)",0.0,19980,False,False,False,1,0,0,0,0,0,0,0,6342,13407,13627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19981,270722,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19981,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10735,10884,18968
19982,51470,train2017,"(0, 0, 0.1640625, 0.1640625)",0.125,19982,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5295,5353,19377
19983,532867,train2017,"(0, 0.25, 0, 0)",0.0,19983,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4930,19831,25820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19984,51476,train2017,"(0, 0, 0.0515625, 0.0515625)",0.0,19984,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10150,10517,12174,0,0,0
19985,51478,train2017,"(0, 0, 0.25, 0.0)",0.0,19985,False,False,False,1,0,0,0,0,0,0,0,350,13158,22970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19986,51484,train2017,"(0, 0, 0.12578125, 0.12578125)",0.0,19986,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435,2598,8391,0,0,0,0,0,0
19987,313637,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,19987,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5515,5595,26926,0,0,0,0,0,0,0,0,0,0,0,0
19988,51495,train2017,"(0, 0, 0.3328125, 0.0)",0.0,19988,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039,2263,5807,0,0,0,0,0,0,0,0,0
19989,575786,train2017,"(0.125, 0.125, 0, 0)",0.0,19989,False,False,False,1,0,0,0,0,0,0,0,1015,1149,8997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990,51500,train2017,"(0, 0, 0.125, 0.125)",0.0,19990,False,False,False,1,0,0,0,0,0,0,0,23011,23202,23351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19991,51501,train2017,"(0, 0.1171875, 0, 0)",0.0,19991,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8239,8250,8268,0,0,0,0,0,0,0,0,0
19992,313646,train2017,"(0, 0, 0.16484375, 0.16484375)",0.0,19992,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21177,21266,21406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19993,51504,train2017,"(0, 0, 0.0, 0.25)",0.0,19993,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,594,8028,0,0,0,0,0,0,0,0,0
19994,51512,train2017,"(0, 0.3328125, 0, 0)",0.0,19994,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083,11650,26531,0,0,0,0,0,0,0,0,0
19995,314420,train2017,"(0, 0, 0.125, 0.125)",0.0,19995,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12276,13381,14623,0,0,0
19996,313659,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,19996,False,False,False,1,0,0,0,0,0,0,0,28308,28470,28524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19997,569103,train2017,"(0, 0, 0.125, 0.125)",0.0,19997,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5179,11980,12473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19998,313666,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,19998,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14828,15034,22578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,51525,train2017,"(0, 0, 0.125, 0.125)",0.0,19999,False,False,False,1,0,0,0,0,0,0,0,15533,15758,15932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,575816,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,20000,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4726,9513,17604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20001,51530,train2017,"(0, 0.3359375, 0, 0)",0.0,20001,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2029,27900,28154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20002,313675,train2017,"(0, 0, 0.0, 0.0)",0.0,20002,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9329,27771,28021
20003,51533,train2017,"(0.1265625, 0.1265625, 0, 0)",0.0,20003,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8213,15114,25529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20004,51537,train2017,"(0, 0, 0.125, 0.125)",0.0,20004,False,False,False,0,1,0,0,0,0,0,0,0,0,0,672,721,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20005,52281,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,20005,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7124,7174,14239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20006,575834,train2017,"(0, 0, 0.125, 0.125)",0.0,20006,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3941,4300,26586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20007,575835,train2017,"(0, 0, 0.125, 0.125)",0.0,20007,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,5265,5819,0,0,0,0,0,0,0,0,0
20008,51550,train2017,"(0, 0, 0.125, 0.125)",0.0,20008,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4009,4218,8155,0,0,0,0,0,0,0,0,0,0,0,0
20009,575842,train2017,"(0, 0, 0.125, 0.125)",0.08333333333333333,20009,False,False,False,1,0,0,0,0,0,0,0,24215,27543,29126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20010,51555,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,20010,False,False,False,0,1,0,0,0,0,0,0,0,0,0,24180,26879,27148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20011,313705,train2017,"(0, 0, 0.125, 0.125)",0.11538461538461539,20011,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23068,23211,23235,0,0,0,0,0,0,0,0,0,0,0,0
20012,313710,train2017,"(0.14609375, 0.14609375, 0, 0)",0.0,20012,False,False,False,0,1,0,0,0,0,0,0,0,0,0,1058,23586,24816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20013,51571,train2017,"(0, 0, 0.15390625, 0.15390625)",0.1,20013,False,False,False,1,0,0,0,0,0,0,0,23020,23200,26543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20014,575860,train2017,"(0, 0, 0.16796875, 0.16796875)",0.14285714285714285,20014,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4265,23953,27073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20015,314430,train2017,"(0, 0, 0.0, 0.334375)",0.0,20015,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9678,10495,10681,0,0,0
20016,51574,train2017,"(0, 0.1423670668953688, 0, 0)",0.0,20016,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3933,12692,24362,0,0,0,0,0,0,0,0,0
20017,575863,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,20017,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20141,20160,20219,0,0,0
20018,575867,train2017,"(0, 0, 0.0, 0.3359375)",0.0,20018,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9018,24953,26068,0,0,0,0,0,0
20019,313724,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,20019,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14998,17378,17638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20020,313727,train2017,"(0, 0, 0.125, 0.125)",0.0,20020,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3025,26980,27016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021,51587,train2017,"(0.125, 0.125, 0, 0)",0.0,20021,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24069,24176,24963,0,0,0,0,0,0
20022,313733,train2017,"(0, 0, 0.125, 0.125)",0.0,20022,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14682,14858,14979,0,0,0
20023,313737,train2017,"(0, 0, 0.1671875, 0.1671875)",0.0,20023,False,False,False,0,1,0,0,0,0,0,0,0,0,0,17947,22143,28458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20024,51606,train2017,"(0, 0, 0.12578125, 0.12578125)",0.0,20024,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10098,10143,10180,0,0,0,0,0,0
20025,575897,train2017,"(0, 0, 0.09453125, 0.09453125)",0.0,20025,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4602,6423,18817
20026,575901,train2017,"(0, 0, 0.1421875, 0.1421875)",0.03125,20026,False,False,False,1,0,0,0,0,0,0,0,2489,6432,12923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20027,575902,train2017,"(0, 0, 0.0, 0.0)",0.0,20027,False,False,False,0,1,0,0,0,0,0,0,0,0,0,5850,5900,5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20028,270747,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,20028,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,19378,19551,0,0,0
20029,575908,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,20029,False,False,False,0,1,0,0,0,0,0,0,0,0,0,1979,15956,16307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20030,313768,train2017,"(0.16640625, 0.16640625, 0, 0)",0.0,20030,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8466,8851,11643
20031,576583,train2017,"(0, 0, 0.16640625, 0.16640625)",0.0,20031,False,False,False,0,1,0,0,0,0,0,0,0,0,0,9401,21278,22684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20032,575916,train2017,"(0, 0, 0.16796875, 0.16796875)",0.0,20032,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18846,25954,26405,0,0,0,0,0,0,0,0,0
20033,575921,train2017,"(0, 0, 0.125, 0.125)",0.0,20033,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3555,8047,26182,0,0,0,0,0,0,0,0,0,0,0,0
20034,575923,train2017,"(0.125, 0.125, 0, 0)",0.0,20034,False,False,False,1,0,0,0,0,0,0,0,3754,23926,23990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
